id,category_num
248744,73.0
249872,77.0
475073,2.0
244813,40.0
91732,152.0
282810,123.0
241309,68.0
187022,150.0
464280,39.0
337888,79.0
267921,153.0
1687,40.0
216609,72.0
255561,2.0
431489,70.0
93077,72.0
356792,150.0
129795,95.0
446956,80.0
104461,93.0
226114,85.0
450031,95.0
124441,31.0
184316,92.0
110934,72.0
138518,69.0
197386,100.0
384665,98.0
439176,150.0
203424,68.0
236835,115.0
276452,69.0
477012,96.0
103446,72.0
223308,23.0
452985,90.0
388701,150.0
137849,90.0
244222,93.0
240081,40.0
289690,27.0
103643,113.0
111473,69.0
311160,153.0
359650,10.0
442692,31.0
330559,93.0
405802,100.0
290000,84.0
77378,90.0
112257,73.0
61935,150.0
475739,95.0
215264,100.0
370102,90.0
186161,65.0
131832,90.0
219670,92.0
249181,41.0
305561,150.0
369997,72.0
305277,65.0
107400,72.0
7188,153.0
175892,73.0
196670,72.0
234971,76.0
125693,150.0
194394,99.0
384760,85.0
336682,78.0
216517,99.0
329395,150.0
372966,116.0
236163,145.0
342554,73.0
117404,20.0
214153,43.0
397398,100.0
437053,95.0
367441,149.0
26944,74.0
276896,79.0
454926,120.0
51219,73.0
252294,9.0
242596,69.0
260080,154.0
201116,76.0
281434,81.0
173186,153.0
466053,65.0
50169,80.0
486121,72.0
479122,85.0
457533,76.0
266111,151.0
168566,93.0
462132,154.0
150858,96.0
213096,39.0
355474,76.0
473836,150.0
441881,122.0
121111,150.0
248303,72.0
484249,76.0
347296,90.0
383962,41.0
403128,81.0
334736,90.0
10219,90.0
483390,90.0
277969,5.0
135154,28.0
443316,92.0
374410,3.0
258720,68.0
100121,76.0
283391,85.0
19209,51.0
301807,72.0
257270,79.0
157865,76.0
386453,76.0
195112,76.0
375146,81.0
358975,23.0
122914,85.0
2914,100.0
367660,24.0
375959,84.0
54875,39.0
52664,96.0
322568,76.0
321897,81.0
172798,90.0
171856,153.0
86973,144.0
410348,73.0
224340,96.0
169128,100.0
19846,72.0
307187,16.0
151169,72.0
69382,107.0
206272,42.0
321395,68.0
204872,33.0
279384,125.0
266034,73.0
305103,93.0
305195,20.0
193829,72.0
281048,90.0
191175,40.0
487125,124.0
392777,41.0
466433,5.0
32122,79.0
248472,65.0
293129,110.0
200326,90.0
304879,141.0
391630,68.0
90262,26.0
25534,115.0
22396,9.0
371385,88.0
459366,65.0
482926,90.0
384552,12.0
192890,100.0
248093,73.0
282893,75.0
330064,96.0
111441,120.0
312578,75.0
377402,14.0
307757,96.0
37165,80.0
284428,92.0
54813,78.0
20395,76.0
168601,9.0
278946,18.0
150414,72.0
369827,80.0
394071,99.0
170527,95.0
441336,76.0
289709,70.0
15465,55.0
161327,93.0
276513,69.0
84774,87.0
81144,92.0
131865,81.0
123526,96.0
69595,93.0
478178,154.0
56838,80.0
242508,41.0
258510,9.0
125135,63.0
310354,68.0
352718,80.0
430381,77.0
349044,100.0
104611,100.0
102743,90.0
118785,153.0
292661,84.0
273382,41.0
396726,81.0
138494,90.0
463698,80.0
108254,3.0
461279,73.0
259379,72.0
280788,20.0
375817,96.0
460601,39.0
204546,79.0
321960,15.0
70444,69.0
147694,84.0
214199,150.0
223801,110.0
211051,73.0
117330,35.0
160656,12.0
443762,76.0
195068,69.0
181388,75.0
40314,101.0
133683,76.0
340616,54.0
319621,75.0
104698,74.0
219962,153.0
379726,81.0
69183,154.0
122808,69.0
137613,100.0
365170,150.0
381788,46.0
246764,153.0
427936,153.0
164811,31.0
78096,51.0
165224,72.0
262402,79.0
424036,85.0
305378,97.0
153813,81.0
351962,15.0
486452,91.0
441974,2.0
262964,76.0
171055,65.0
439340,49.0
226973,84.0
220299,70.0
420528,70.0
450010,93.0
59421,92.0
132059,40.0
293032,88.0
141669,76.0
400864,76.0
58719,3.0
129589,101.0
260701,75.0
410616,154.0
226184,41.0
175185,31.0
120713,80.0
303072,93.0
148940,69.0
201523,153.0
295439,79.0
83203,79.0
378210,80.0
239466,150.0
252846,74.0
230570,84.0
473771,76.0
306218,72.0
309480,69.0
9089,31.0
87344,90.0
287689,80.0
237328,69.0
221562,72.0
233349,84.0
328522,93.0
345703,4.0
128641,144.0
400863,3.0
464731,94.0
118605,147.0
291257,88.0
218248,94.0
62468,93.0
133361,153.0
426577,72.0
459765,84.0
172609,83.0
108513,153.0
353408,144.0
94727,36.0
409989,25.0
136087,31.0
55598,81.0
124703,96.0
148529,92.0
461892,95.0
473803,65.0
233373,57.0
424342,79.0
286390,62.0
49535,31.0
288610,69.0
184494,72.0
361786,76.0
99980,39.0
146268,84.0
200778,12.0
486835,93.0
295571,36.0
134597,65.0
469273,153.0
208107,15.0
18037,153.0
451900,153.0
467689,79.0
209284,65.0
39512,79.0
425557,73.0
376536,96.0
422993,72.0
484133,93.0
366640,72.0
148477,90.0
279945,84.0
323877,65.0
11151,23.0
94497,10.0
298271,153.0
389219,57.0
426963,90.0
407962,76.0
401741,72.0
428320,71.0
438479,72.0
389307,73.0
339275,25.0
90613,85.0
416407,76.0
404521,90.0
120825,150.0
338143,70.0
128111,45.0
277247,81.0
339816,96.0
66766,76.0
124758,72.0
374903,154.0
282202,105.0
457221,40.0
232466,100.0
416553,39.0
434274,77.0
170334,148.0
475810,154.0
117549,46.0
295164,95.0
138730,50.0
428526,93.0
285596,92.0
434276,97.0
443706,153.0
415140,23.0
61438,85.0
276696,73.0
411478,153.0
429682,150.0
410660,125.0
99176,93.0
115378,30.0
50872,2.0
233561,116.0
159847,85.0
377013,79.0
225122,75.0
378594,76.0
48952,72.0
260956,85.0
431593,153.0
286789,41.0
157352,76.0
192376,92.0
265070,90.0
351633,72.0
188432,39.0
406581,16.0
218298,85.0
394928,39.0
422789,99.0
106743,72.0
69049,81.0
302967,81.0
404499,84.0
189217,31.0
21960,96.0
329726,80.0
20469,79.0
158357,72.0
347754,68.0
275771,72.0
1510,79.0
385674,39.0
25872,70.0
233512,87.0
399650,86.0
136166,76.0
468839,50.0
456147,15.0
377861,93.0
377060,76.0
170274,93.0
212562,2.0
65345,97.0
318998,153.0
14913,41.0
214417,93.0
254483,97.0
309308,99.0
448086,93.0
190169,93.0
438112,70.0
301772,40.0
67119,57.0
467919,153.0
355594,90.0
19218,86.0
461093,92.0
395210,80.0
80218,79.0
479811,94.0
465432,25.0
4238,73.0
272167,150.0
297867,99.0
67988,93.0
307347,51.0
390103,20.0
482560,71.0
160657,79.0
321891,116.0
218313,93.0
237554,153.0
113101,41.0
168766,31.0
308667,73.0
292581,123.0
220443,31.0
378457,26.0
480685,154.0
88622,71.0
252044,36.0
465031,96.0
427514,4.0
343495,90.0
396235,40.0
434643,150.0
66012,12.0
162084,40.0
293135,25.0
83755,25.0
217764,92.0
190257,15.0
93551,69.0
418321,85.0
281238,153.0
89643,69.0
454892,151.0
423744,73.0
110031,68.0
449468,93.0
222215,63.0
291679,15.0
253818,61.0
373047,72.0
222057,96.0
389714,15.0
197929,72.0
321687,74.0
311571,73.0
110679,86.0
5446,150.0
115000,40.0
311547,97.0
228235,125.0
8587,2.0
318238,76.0
59903,59.0
364542,28.0
352700,93.0
222530,92.0
208577,24.0
20709,72.0
415613,154.0
473528,85.0
108166,69.0
316930,84.0
3756,76.0
336193,9.0
248737,116.0
235290,128.0
116627,46.0
248842,99.0
295882,68.0
86028,92.0
48772,80.0
315193,80.0
25079,31.0
125268,83.0
350429,72.0
363018,96.0
364167,31.0
482045,63.0
147419,10.0
454857,150.0
150542,84.0
266829,92.0
375754,108.0
467743,92.0
216008,150.0
463931,100.0
9924,94.0
214368,79.0
61169,93.0
394932,92.0
122326,118.0
292191,141.0
206938,31.0
64099,90.0
585,41.0
295781,61.0
74890,2.0
125668,150.0
295198,120.0
412177,79.0
346535,65.0
114234,153.0
57064,100.0
311683,96.0
459490,79.0
472613,76.0
399184,7.0
366782,73.0
197693,9.0
441542,71.0
54291,16.0
132024,93.0
89814,93.0
242605,74.0
50705,76.0
38434,70.0
396558,84.0
341537,96.0
108509,81.0
115833,99.0
406249,90.0
222147,144.0
36382,96.0
454374,76.0
21951,124.0
312134,150.0
41737,154.0
364441,77.0
418129,92.0
12594,99.0
185042,119.0
445899,94.0
325914,40.0
150486,30.0
345027,150.0
410613,88.0
423825,72.0
103715,90.0
330803,92.0
42435,92.0
116756,99.0
107759,61.0
376720,81.0
100647,68.0
370082,73.0
399139,107.0
76396,69.0
154992,40.0
465442,81.0
188879,59.0
26932,154.0
24618,92.0
370567,154.0
464995,80.0
43924,70.0
267665,72.0
224102,26.0
114514,62.0
139513,90.0
142337,153.0
407550,95.0
327474,153.0
291473,13.0
392278,27.0
209577,79.0
96859,90.0
76896,75.0
63952,25.0
128872,18.0
69185,80.0
403531,76.0
254498,72.0
274754,72.0
198261,70.0
417775,123.0
299370,69.0
46168,72.0
205004,40.0
352073,75.0
75221,72.0
273754,92.0
32428,10.0
45382,154.0
87291,96.0
297496,154.0
434524,72.0
24719,65.0
241273,41.0
41612,75.0
409101,31.0
308647,72.0
450326,23.0
153535,90.0
260025,49.0
267578,20.0
187912,154.0
362981,76.0
193509,85.0
89170,119.0
67699,79.0
455857,31.0
403539,76.0
241002,40.0
292332,72.0
23567,79.0
298756,105.0
414414,96.0
431893,7.0
131843,92.0
300586,5.0
150723,12.0
254802,72.0
9929,69.0
191373,90.0
161179,100.0
147828,93.0
65402,65.0
120284,79.0
458553,88.0
333379,92.0
404141,78.0
462795,93.0
187941,96.0
462577,70.0
150900,69.0
465812,92.0
252768,55.0
148371,93.0
250457,69.0
297905,72.0
379128,5.0
70789,123.0
190471,65.0
291956,90.0
288099,90.0
229079,22.0
431350,39.0
462594,70.0
354359,2.0
183941,99.0
18290,153.0
49687,96.0
259656,80.0
51476,51.0
485605,150.0
172041,90.0
45831,95.0
7736,72.0
182300,153.0
307506,150.0
350285,76.0
293468,93.0
245789,73.0
122860,70.0
459886,54.0
206579,79.0
252530,126.0
429168,39.0
69376,31.0
295469,72.0
298013,93.0
385118,93.0
374768,9.0
106665,40.0
42509,73.0
356053,40.0
303129,76.0
168789,2.0
161978,153.0
185124,93.0
236818,72.0
150756,36.0
3560,25.0
303816,92.0
55566,74.0
25510,69.0
7458,79.0
211610,72.0
468272,92.0
415675,150.0
474117,72.0
102933,10.0
46325,74.0
349475,93.0
195007,4.0
113854,93.0
386284,107.0
1332,119.0
330533,150.0
218747,40.0
439214,69.0
271941,73.0
201949,73.0
345862,147.0
316778,72.0
235028,9.0
402749,93.0
9894,80.0
43956,150.0
482345,91.0
480236,93.0
162494,72.0
208652,76.0
394771,150.0
60402,153.0
6570,90.0
357925,15.0
431155,79.0
281800,68.0
47761,81.0
323669,98.0
132158,92.0
227008,90.0
62062,76.0
343552,88.0
382517,94.0
14732,92.0
226387,93.0
482320,73.0
409123,90.0
272018,73.0
107403,20.0
25786,70.0
481718,25.0
473086,88.0
70752,100.0
263434,10.0
135956,93.0
306757,9.0
77696,3.0
427418,73.0
410891,71.0
308267,40.0
427988,99.0
173886,87.0
352204,39.0
385699,62.0
330234,39.0
326679,33.0
140306,99.0
98145,68.0
404095,93.0
326859,95.0
124296,76.0
481818,153.0
313750,2.0
39265,81.0
78818,92.0
148998,73.0
353786,97.0
26776,92.0
109051,57.0
413138,21.0
450079,94.0
383398,72.0
140507,88.0
8602,86.0
359183,112.0
325891,72.0
269383,96.0
43533,80.0
346753,92.0
246296,72.0
213809,10.0
420347,153.0
315379,107.0
95388,150.0
413789,72.0
2277,96.0
123346,92.0
336809,80.0
354583,81.0
132163,25.0
198275,85.0
425822,40.0
345787,79.0
12378,95.0
462388,68.0
254961,79.0
130955,93.0
278955,93.0
211864,68.0
232198,73.0
249827,69.0
159771,150.0
43739,153.0
275752,107.0
368001,76.0
445004,51.0
87893,9.0
314117,72.0
266222,93.0
174653,63.0
114831,72.0
23076,79.0
232318,81.0
276878,75.0
17711,63.0
84020,150.0
451895,99.0
390055,85.0
361053,153.0
278242,92.0
437716,93.0
394568,72.0
405737,69.0
151335,51.0
124818,28.0
434174,73.0
386963,5.0
269026,84.0
486945,57.0
133498,31.0
484363,106.0
454865,73.0
53082,94.0
218757,125.0
386165,65.0
252654,79.0
169700,72.0
366318,65.0
460217,15.0
351346,22.0
174544,76.0
354860,25.0
171570,92.0
240555,76.0
59443,93.0
281405,51.0
182384,51.0
12987,81.0
336933,151.0
379797,150.0
264330,93.0
448329,91.0
443376,90.0
381826,73.0
179243,153.0
275888,152.0
241421,73.0
105650,126.0
379420,62.0
431471,68.0
344664,24.0
99472,33.0
2101,63.0
124815,76.0
10273,62.0
216802,93.0
104635,55.0
243829,94.0
132240,78.0
415929,73.0
302274,107.0
331159,100.0
19133,20.0
259074,85.0
424391,74.0
72490,81.0
205372,12.0
119040,52.0
308256,98.0
48510,99.0
247767,150.0
247137,92.0
462568,13.0
325886,70.0
184489,70.0
212952,107.0
64874,92.0
161612,55.0
357151,73.0
394268,95.0
134874,85.0
408196,153.0
175848,80.0
118914,88.0
450360,76.0
333012,90.0
416806,76.0
119816,150.0
472477,87.0
259163,72.0
61069,96.0
115035,65.0
437850,25.0
306280,90.0
182780,99.0
175931,123.0
126321,76.0
49179,90.0
215109,72.0
194617,85.0
248831,51.0
387330,84.0
421418,106.0
211432,73.0
176683,69.0
242545,153.0
219645,70.0
1847,20.0
86602,65.0
51351,150.0
4210,81.0
286145,93.0
114080,92.0
414982,69.0
321036,31.0
252086,108.0
169681,73.0
30728,95.0
140635,39.0
393072,70.0
112185,154.0
142985,119.0
466301,92.0
80653,150.0
12302,80.0
358069,3.0
105792,57.0
112864,63.0
2356,24.0
248167,92.0
343255,85.0
66359,125.0
423538,90.0
177312,72.0
243609,153.0
431784,93.0
253052,85.0
454760,26.0
52155,76.0
40702,72.0
197400,151.0
165961,93.0
479506,69.0
19909,41.0
275101,5.0
284268,96.0
157132,90.0
405323,150.0
330811,88.0
178275,39.0
309902,55.0
420892,72.0
325057,119.0
391659,76.0
135396,79.0
60958,73.0
292110,81.0
407384,31.0
276063,114.0
153511,72.0
445002,8.0
443820,93.0
261683,153.0
164631,39.0
232227,93.0
229504,76.0
339560,94.0
179799,143.0
368750,39.0
81926,5.0
447015,153.0
428503,109.0
123927,92.0
469162,96.0
394653,153.0
138010,23.0
93938,90.0
63044,75.0
40017,69.0
173857,69.0
61887,98.0
64063,84.0
190573,65.0
160215,114.0
343670,154.0
312021,100.0
331234,150.0
262752,100.0
343811,96.0
272291,144.0
412055,153.0
450660,73.0
27021,80.0
286826,91.0
118431,79.0
450113,76.0
212869,153.0
362283,153.0
134908,73.0
282126,100.0
186832,137.0
185563,72.0
231947,23.0
393518,99.0
359187,84.0
235020,93.0
80244,93.0
157810,10.0
227234,40.0
374866,12.0
388923,93.0
237830,74.0
18904,112.0
365872,107.0
16409,154.0
451459,25.0
17174,73.0
197653,93.0
92826,24.0
404303,92.0
285512,36.0
66310,81.0
200509,65.0
62968,153.0
407319,55.0
381251,9.0
454763,63.0
96108,115.0
105880,85.0
471391,37.0
280712,78.0
451526,99.0
328053,6.0
133251,93.0
398665,25.0
380215,15.0
28872,39.0
262050,90.0
321131,150.0
403301,93.0
146716,73.0
338984,88.0
280039,75.0
67594,119.0
119632,83.0
26484,88.0
242504,81.0
49482,25.0
50187,18.0
414765,70.0
288800,79.0
48585,150.0
217278,85.0
468411,9.0
463149,40.0
456007,57.0
315822,76.0
234956,80.0
81737,150.0
262819,23.0
295602,74.0
71472,96.0
195196,90.0
15397,90.0
147412,10.0
477213,22.0
259107,13.0
4625,100.0
146239,69.0
171160,50.0
59394,77.0
367183,92.0
166506,10.0
303684,69.0
371537,72.0
306022,39.0
359638,93.0
185595,79.0
469581,32.0
274512,100.0
11459,18.0
324676,39.0
293795,73.0
397762,72.0
6755,154.0
433811,72.0
135190,72.0
474321,25.0
247007,65.0
129222,9.0
55738,97.0
256878,79.0
24621,148.0
195794,150.0
477718,76.0
157654,73.0
203090,93.0
222097,79.0
120533,80.0
343884,69.0
381798,93.0
236671,76.0
402366,60.0
220691,13.0
466626,69.0
222084,150.0
371037,91.0
309579,100.0
453809,146.0
145106,50.0
271425,25.0
327750,153.0
131094,73.0
362175,39.0
467215,100.0
80816,88.0
95119,93.0
291077,70.0
345281,51.0
286469,83.0
323688,100.0
254106,72.0
296346,61.0
118005,78.0
250317,151.0
432608,68.0
52540,73.0
229634,138.0
167996,70.0
252255,76.0
471647,73.0
147053,44.0
124024,90.0
389920,92.0
450227,81.0
381433,14.0
338042,116.0
123824,75.0
114973,150.0
472522,25.0
77095,80.0
286216,70.0
3760,77.0
77462,40.0
64728,5.0
138509,78.0
208967,71.0
138921,39.0
353928,90.0
322238,22.0
465664,2.0
18813,41.0
168436,84.0
82429,59.0
354518,80.0
73300,84.0
44627,36.0
346131,73.0
34182,57.0
311139,51.0
402134,71.0
452200,150.0
354484,90.0
347240,84.0
387191,73.0
129791,43.0
486466,80.0
305067,72.0
476027,70.0
339474,20.0
276181,92.0
320109,39.0
318887,93.0
244305,93.0
166854,73.0
398858,79.0
441802,90.0
392837,93.0
229009,23.0
384499,33.0
78626,22.0
99559,81.0
446685,92.0
342830,24.0
256560,90.0
481402,27.0
190592,76.0
460956,99.0
442339,75.0
58919,52.0
23402,90.0
122518,79.0
26457,79.0
282258,79.0
241293,119.0
193428,96.0
96913,23.0
233291,90.0
298219,122.0
95814,127.0
103324,70.0
310298,93.0
303614,77.0
479083,93.0
377571,76.0
50708,63.0
434433,88.0
157929,73.0
345918,100.0
269837,125.0
414336,84.0
264326,15.0
6248,83.0
51064,79.0
452645,84.0
454145,41.0
26293,79.0
451324,79.0
202208,150.0
330821,59.0
254925,51.0
443323,30.0
76446,68.0
396971,24.0
76352,24.0
462468,150.0
186013,51.0
431655,10.0
415425,25.0
11169,72.0
364471,148.0
266141,128.0
402864,72.0
64500,93.0
242744,39.0
72189,70.0
227648,146.0
70008,93.0
245423,81.0
99077,25.0
292985,84.0
16679,93.0
57795,3.0
62697,74.0
393618,92.0
182692,13.0
24483,93.0
37956,72.0
224200,9.0
357502,60.0
21380,39.0
33492,39.0
363936,15.0
92410,87.0
302862,90.0
458210,107.0
460716,68.0
180683,23.0
432755,6.0
50425,40.0
94397,65.0
442519,61.0
77499,2.0
448706,76.0
283799,2.0
244649,40.0
159122,73.0
27080,81.0
163749,100.0
218861,125.0
388750,23.0
365198,70.0
325601,154.0
463359,62.0
284413,5.0
434127,9.0
6971,90.0
350993,76.0
224165,68.0
269996,31.0
23517,40.0
28205,119.0
257929,72.0
203669,45.0
183515,92.0
445315,42.0
279219,73.0
170337,70.0
381913,2.0
62794,40.0
170979,65.0
209588,88.0
104512,74.0
230201,20.0
454092,93.0
293619,93.0
73068,40.0
196649,79.0
327260,37.0
65718,76.0
134539,100.0
204073,72.0
66369,9.0
259864,96.0
411955,90.0
103294,92.0
130654,113.0
482043,112.0
349155,31.0
361327,119.0
374813,5.0
210608,143.0
35578,88.0
195841,80.0
359295,16.0
35176,36.0
469144,80.0
422802,154.0
14726,92.0
291346,87.0
92812,69.0
462946,90.0
139562,67.0
47303,92.0
15708,73.0
227615,73.0
125734,92.0
476550,79.0
414530,72.0
50886,76.0
68831,83.0
206084,31.0
99900,154.0
134951,72.0
373862,99.0
184354,31.0
58922,5.0
291154,152.0
81509,150.0
226060,14.0
398025,88.0
368373,63.0
184336,76.0
179557,150.0
64110,70.0
305660,154.0
39561,76.0
327757,150.0
482711,59.0
129792,15.0
63386,153.0
56180,51.0
252777,125.0
162886,150.0
64199,119.0
392063,25.0
298473,150.0
177302,68.0
263188,15.0
219050,69.0
143608,71.0
97960,61.0
186371,61.0
465079,74.0
262589,22.0
27147,36.0
444449,150.0
46338,93.0
434744,128.0
122137,5.0
447210,25.0
423367,51.0
123491,107.0
233533,150.0
127881,150.0
99563,16.0
370678,92.0
181461,150.0
128857,125.0
283811,72.0
40081,68.0
172634,92.0
431575,75.0
313850,72.0
120008,20.0
130535,72.0
478692,154.0
24760,100.0
92539,77.0
2659,23.0
36397,106.0
132106,15.0
288668,73.0
202803,90.0
472026,39.0
41633,69.0
61351,29.0
293057,68.0
153528,150.0
417038,79.0
196912,76.0
85590,96.0
73070,41.0
196168,28.0
257586,79.0
256203,10.0
31116,92.0
471459,65.0
310470,110.0
329438,150.0
358936,92.0
64820,51.0
204298,72.0
181244,40.0
482691,28.0
318531,99.0
466836,69.0
284855,55.0
241017,96.0
44977,40.0
204983,65.0
457516,153.0
256969,88.0
471405,63.0
473602,153.0
250575,153.0
125578,92.0
122575,37.0
66940,40.0
8771,107.0
382954,92.0
213791,119.0
174828,76.0
191826,150.0
409911,68.0
486004,72.0
87153,92.0
453878,9.0
411250,7.0
415779,32.0
309011,72.0
128642,88.0
201268,40.0
260550,93.0
382652,134.0
85937,150.0
65671,88.0
180762,42.0
356963,10.0
295555,58.0
225117,25.0
279780,122.0
61268,122.0
426929,93.0
221451,79.0
369862,4.0
154937,74.0
479009,25.0
186192,100.0
194128,40.0
93281,25.0
176827,41.0
188667,25.0
185815,150.0
317230,119.0
101025,40.0
352743,25.0
405414,92.0
181854,40.0
303598,79.0
12170,92.0
275318,85.0
135712,79.0
236500,92.0
352491,40.0
452595,81.0
268598,73.0
109547,88.0
223014,76.0
162599,73.0
386709,63.0
330314,76.0
210718,70.0
482015,58.0
471596,150.0
437802,76.0
9409,92.0
368842,107.0
113644,51.0
286867,14.0
386024,93.0
442951,90.0
291988,150.0
373070,31.0
487871,75.0
116482,79.0
283495,70.0
93850,90.0
332742,14.0
277080,88.0
171230,66.0
67302,4.0
464102,150.0
267090,9.0
129416,5.0
408341,9.0
69741,155.0
427067,85.0
483708,93.0
18355,69.0
245171,24.0
24260,9.0
325080,119.0
167473,79.0
48890,54.0
194502,40.0
212103,23.0
167449,92.0
367758,70.0
325060,93.0
178665,84.0
273797,90.0
45229,69.0
206378,73.0
259449,40.0
195725,92.0
59344,15.0
403399,51.0
126372,93.0
427533,100.0
158468,76.0
29132,87.0
239397,40.0
317004,96.0
185627,148.0
307764,65.0
150585,92.0
466661,60.0
234703,71.0
34745,153.0
19496,69.0
63517,84.0
212771,153.0
119062,73.0
488163,100.0
240494,85.0
161258,18.0
364563,88.0
103615,63.0
215092,57.0
164179,70.0
52349,76.0
328207,4.0
355969,85.0
158190,93.0
27896,72.0
425490,33.0
233333,2.0
398891,99.0
25049,70.0
397579,31.0
96249,99.0
235094,73.0
210769,25.0
403710,135.0
31680,57.0
160333,44.0
318187,150.0
427209,40.0
209368,73.0
444775,39.0
176888,78.0
48088,100.0
150822,77.0
462617,15.0
185035,76.0
57994,93.0
446746,72.0
45125,74.0
374464,76.0
28184,120.0
397990,70.0
75882,72.0
285430,70.0
39260,84.0
342211,25.0
50374,76.0
360956,59.0
215948,150.0
384874,68.0
256629,3.0
232791,38.0
138105,61.0
356489,73.0
222334,46.0
78750,25.0
413844,72.0
185878,70.0
235762,99.0
323920,92.0
131067,89.0
440570,40.0
42383,150.0
482416,153.0
185151,90.0
4735,123.0
250015,76.0
384859,36.0
451563,92.0
457817,80.0
483830,68.0
234510,93.0
340867,84.0
156334,51.0
458514,14.0
351935,73.0
229673,77.0
400931,90.0
333637,73.0
448265,76.0
255061,25.0
379746,73.0
478275,84.0
368172,95.0
28886,33.0
162699,40.0
86535,85.0
414635,65.0
437805,150.0
357624,122.0
309918,93.0
459648,40.0
393853,98.0
116047,76.0
469422,28.0
425568,122.0
321054,68.0
159866,79.0
90058,69.0
403856,93.0
139603,14.0
151154,76.0
417285,40.0
195595,59.0
6775,9.0
379762,151.0
372095,100.0
481861,68.0
122541,92.0
182092,93.0
206415,70.0
200382,153.0
482335,90.0
174151,77.0
244355,71.0
193631,150.0
79406,79.0
38047,25.0
232232,45.0
